Version=1.01,SubCategoryID=1685,Overwrite=No,,"* Changing the wording to ""Overwrite=Yes"" will deactivate all of your items from this subcategory except for those listed on this datafeed. If this is not intended, keep ""Overwrite=No"". DO NOT make any changes to the version number or Subcategory ID.changes to the version number or SubcategoryID.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seller Part #",Manufacturer,"Manufacturer Part # / ISBN",UPC,"Related Seller Part#","Website Short Title","Bullet Description","Product Description","Item Length","Item Width","Item Height","Item Weight","Packs Or Sets","Item Condition","Item Package","Shipping Restriction",Currency,MSRP,MAP,CheckoutMAP,"Selling Price",Shipping,Inventory,"Activation Mark",Action,"Item Images","Prop 65","Prop 65 - Motherboard","Age 18+ Verification","Choking Hazard 1","Choking Hazard 2","Choking Hazard 3","Choking Hazard 4",FitnessAccessoriesSize,FitnessAccessoriesColor,FitnessAccessoriesColorMapping,FitnessAccessoriesType,FitnessAccessoriesModel,FitnessAccessoriesMaterial,FitnessAccessoriesGender,FitnessAccessoriesAge,FitnessAccessoriesBrand
